topic_name,verse_count,classification,rule_applied
DAGON,2,name,rule2_hitchcock
DAILY OFFERING,8,too_narrow,rule3_too_narrow
DALAIAH,0,name,rule2_hitchcock
DALMANUTHA,1,name,rule2_hitchcock
DALMATIA,1,name,rule2_hitchcock
DALPHON,1,name,rule2_hitchcock
DAMAGES AND COMPENSATION,3,too_narrow,rule3_too_narrow
DAMARIS,1,name,rule2_hitchcock
DAMASCUS,20,name,rule2_hitchcock
DAMNED,0,too_narrow,rule3_too_narrow
DAN,24,name,rule2_hitchcock
DANCING,14,too_narrow,rule3_too_narrow
DANIEL,14,name,rule2_hitchcock
DAN-JAAN,1,too_narrow,rule3_too_narrow
DANNAH,1,name,rule2_hitchcock
DARA,0,too_narrow,rule3_too_narrow
DARDA,2,name,rule2_hitchcock
DARIUS,4,name,rule2_hitchcock
DARKNESS,47,visible,rule1_keyword
DARKON,2,name,rule2_hitchcock
DART,5,too_narrow,rule3_too_narrow
DATE,1,too_narrow,rule3_too_narrow
DATHAN,3,name,rule2_hitchcock
DAUGHTER,8,too_narrow,rule3_too_narrow
DAUGHTER-IN-LAW,3,too_narrow,rule3_too_narrow
DAVID,147,name,rule2_hitchcock
DAY,30,too_narrow,manual_review
DAYSMAN,1,too_narrow,rule3_too_narrow
DAYSTAR,1,too_narrow,rule3_too_narrow
DEACON,7,visible,rule1_keyword
DEACONESS,1,too_narrow,rule3_too_narrow
DEAD (PEOPLE),22,too_narrow,manual_review
DEAD SEA,7,too_narrow,rule3_too_narrow
DEAFNESS,9,too_narrow,rule3_too_narrow
DEATH,146,visible,rule1_keyword
DEBIR,7,name,rule2_hitchcock
DEBORAH,4,name,rule2_hitchcock
DEBT,7,too_narrow,rule3_too_narrow
DEBTOR,9,too_narrow,rule3_too_narrow
DECALOGUE,13,too_narrow,rule3_too_narrow
DECAPOLIS,2,name,rule2_hitchcock
DECEIT,53,visible,manual_review
DECEPTION,23,too_narrow,manual_review
DECISION,97,visible,manual_review
"DECISION, VALLEY OF",1,too_narrow,rule3_too_narrow
DECREES,2,too_narrow,rule3_too_narrow
"DECREES, DIVINE",0,too_narrow,rule3_too_narrow
DEDAN,6,name,rule2_hitchcock
DEDANIM,1,name,rule2_hitchcock
DEDICATION,14,visible,rule1_keyword
DEED,1,too_narrow,rule3_too_narrow
DEER,9,too_narrow,rule3_too_narrow
DEFENSE,2,too_narrow,rule3_too_narrow
DEFILEMENT,19,too_narrow,rule3_too_narrow
DEFORMITY,0,too_narrow,rule3_too_narrow
DEGREES,1,too_narrow,rule3_too_narrow
DEHAVITES,1,too_narrow,rule3_too_narrow
DEKAR,1,name,rule2_hitchcock
DELAIAH,6,name,rule2_hitchcock
DELILAH,1,name,rule2_hitchcock
DELIVERANCE,0,visible,rule1_keyword
DELIVERER,1,too_narrow,rule3_too_narrow
DELUGE,0,too_narrow,rule3_too_narrow
"DELUSION, SELF",0,too_narrow,rule3_too_narrow
DEMAGOGISM,7,too_narrow,rule3_too_narrow
DEMAS,3,name,rule2_hitchcock
DEMETRIUS,2,name,rule2_hitchcock
DEMONS,57,visible,rule1_keyword
DENS,3,too_narrow,rule3_too_narrow
DENYING JESUS,0,too_narrow,rule3_too_narrow
DEPRAVITY OF MAN,29,visible,rule1_keyword
DEPUTY,2,too_narrow,rule3_too_narrow
DERBE,3,name,rule2_hitchcock
DERISION,5,too_narrow,rule3_too_narrow
DESERT,4,too_narrow,rule3_too_narrow
DESIGN,2,too_narrow,rule3_too_narrow
DESIRE,13,too_narrow,rule3_too_narrow
DESPAIR,0,too_narrow,rule3_too_narrow
DESPONDENCY,26,visible,manual_review
DESPOTISM,0,too_narrow,rule3_too_narrow
DETECTIVES,1,too_narrow,rule3_too_narrow
DEUEL,1,name,rule2_hitchcock
DEVIL,0,visible,rule1_keyword
DEVOTION,0,visible,rule1_keyword
DEW,10,too_narrow,rule3_too_narrow
"DIADEM. (R. V., MITRE)",1,too_narrow,rule3_too_narrow
DIAL,2,too_narrow,rule3_too_narrow
DIAMOND,3,too_narrow,rule3_too_narrow
DIANA,1,name,rule2_hitchcock
DIBLAIM,1,name,rule2_hitchcock
DIBLATH,1,name,rule2_hitchcock
DIBON,8,name,rule2_hitchcock
DIBRI,1,name,rule2_hitchcock
DIDYMUS (TWIN),1,too_narrow,rule3_too_narrow
DIKLAH,1,name,rule2_hitchcock
DILEAN,1,name,rule2_hitchcock
DILIGENCE,42,visible,manual_review
DIMNAH,1,too_narrow,rule3_too_narrow
DIMON,0,name,rule2_hitchcock
DIMONAH,0,name,rule2_hitchcock
DINAH,1,name,rule2_hitchcock
DINHABAH,2,name,rule2_hitchcock
DINNER,1,too_narrow,rule3_too_narrow
DIONYSIUS,1,name,rule2_hitchcock
DIOTREPHES,1,name,rule2_hitchcock
DIPLOMACY,23,too_narrow,manual_review
DISBELIEF,0,too_narrow,rule3_too_narrow
DISCIPLE,5,too_narrow,rule3_too_narrow
DISCIPLESHIP,3,visible,rule1_keyword
DISCIPLINE,2,visible,rule1_keyword
DISCONTENTMENT,0,too_narrow,rule3_too_narrow
DISCOURAGEMENT,0,too_narrow,rule3_too_narrow
DISEASE,37,too_narrow,manual_review
DISHAN,2,name,rule2_hitchcock
DISHON,4,name,rule2_hitchcock
DISHONESTY,31,visible,manual_review
DISOBEDIENCE TO GOD,29,visible,manual_review
DISPERSION,4,too_narrow,rule3_too_narrow
DISPUTE,0,too_narrow,rule3_too_narrow
DISSEMBLING,2,too_narrow,rule3_too_narrow
DISSENSION,1,too_narrow,rule3_too_narrow
DISSIPATION,1,too_narrow,rule3_too_narrow
DISTAFF,1,too_narrow,rule3_too_narrow
DITCH,1,too_narrow,rule3_too_narrow
DIVINATION,0,too_narrow,rule3_too_narrow
DIVINITY OF CHRIST,0,too_narrow,rule3_too_narrow
DIVORCE,14,too_narrow,rule3_too_narrow
DOCTOR,4,too_narrow,rule3_too_narrow
DOCTRINES,16,too_narrow,rule3_too_narrow
DODAI,0,name,rule2_hitchcock
DODANIM,2,too_narrow,rule3_too_narrow
DODAVAH,1,name,rule2_hitchcock
DODO,6,name,rule2_hitchcock
DOEG,2,name,rule2_hitchcock
DOER,5,too_narrow,rule3_too_narrow
DOG (SODOMITE?),16,too_narrow,rule3_too_narrow
DOGMATISM,0,too_narrow,rule3_too_narrow
DOMICILE,1,too_narrow,rule3_too_narrow
DOMINION,0,visible,rule1_keyword
DONATIONS,0,too_narrow,rule3_too_narrow
DOOR,11,too_narrow,rule3_too_narrow
DOORKEEPERS,2,too_narrow,rule3_too_narrow
DOPHKAH,1,name,rule2_hitchcock
DOR,5,name,rule2_hitchcock
DORCAS,1,name,rule2_hitchcock
DOTHAN,2,name,rule2_hitchcock
DOUBTING,23,visible,rule1_keyword
DOUGH,5,too_narrow,rule3_too_narrow
"DOVE, TURTLE",17,too_narrow,rule3_too_narrow
DOWRY,2,too_narrow,rule3_too_narrow
DOXOLOGY,0,too_narrow,rule3_too_narrow
DRAGON,14,too_narrow,rule3_too_narrow
DRAM,3,too_narrow,rule3_too_narrow
DRAMA,0,too_narrow,rule3_too_narrow
DRAWING,1,too_narrow,rule3_too_narrow
DREAM,32,too_narrow,manual_review
DRESS,50,too_narrow,manual_review
DRINK,0,too_narrow,rule3_too_narrow
DRINK OFFERING,0,too_narrow,rule3_too_narrow
DRIVING,1,too_narrow,rule3_too_narrow
DROMEDARY,3,too_narrow,rule3_too_narrow
DROPSY,1,too_narrow,rule3_too_narrow
DROSS,4,too_narrow,rule3_too_narrow
DROUGHT,9,too_narrow,rule3_too_narrow
DRUNKARD,7,too_narrow,rule3_too_narrow
DRUNKENNESS,35,visible,manual_review
DRUSILLA,1,name,rule2_hitchcock
DUKE,4,too_narrow,rule3_too_narrow
DULCIMER,1,too_narrow,rule3_too_narrow
DUMAH,4,too_narrow,rule3_too_narrow
"DUMB (DEAFNESS, MUTE)",4,too_narrow,rule3_too_narrow
DUNGEON,2,too_narrow,rule3_too_narrow
DURA,1,name,rule2_hitchcock
DUST,9,too_narrow,rule3_too_narrow
DUTY (TAX),1,too_narrow,rule3_too_narrow
DUTY,12,too_narrow,rule3_too_narrow
DWARFS,1,too_narrow,rule3_too_narrow
DYEING,3,too_narrow,rule3_too_narrow
DYING,0,too_narrow,rule3_too_narrow
DYSENTERY,1,too_narrow,rule3_too_narrow
DYSPEPSIA,1,too_narrow,rule3_too_narrow
EAGLE,22,too_narrow,manual_review
EAR,7,too_narrow,rule3_too_narrow
EARNEST,3,too_narrow,rule3_too_narrow
EARNESTNESS,0,visible,rule1_keyword
EAR-RING,5,too_narrow,rule3_too_narrow
EARTH,42,too_narrow,manual_review
EARTHENWARE,0,too_narrow,rule3_too_narrow
EARTHQUAKES,25,too_narrow,manual_review
EAST SEA,0,too_narrow,rule3_too_narrow
EAST WIND,0,too_narrow,rule3_too_narrow
EASTER (A.V.),1,too_narrow,rule3_too_narrow
EATING,8,too_narrow,rule3_too_narrow
EBAL,6,name,rule2_hitchcock
EBED,2,name,rule2_hitchcock
EBED-MELECH,2,name,rule2_hitchcock
EBENEZER,2,too_narrow,rule3_too_narrow
EBER,8,name,rule2_hitchcock
EBIASAPH,1,name,rule2_hitchcock
EBONY,1,too_narrow,rule3_too_narrow
EBRONAH,1,name,rule2_hitchcock
ECCLESIASTICISM,6,too_narrow,rule3_too_narrow
ECLIPSE,10,too_narrow,rule3_too_narrow
ECONOMY,0,too_narrow,rule3_too_narrow
ECONOMICS,4,too_narrow,rule3_too_narrow
ED,1,name,rule2_hitchcock
EDAR,2,too_narrow,rule3_too_narrow
EDEN,10,name,rule2_hitchcock
EDER,3,name,rule2_hitchcock
EDOM,9,name,rule2_hitchcock
EDOMITES,41,too_narrow,manual_review
EDREI,3,name,rule2_hitchcock
EDUCATION,0,too_narrow,rule3_too_narrow
EGLAH,2,name,rule2_hitchcock
EGLAIM,1,name,rule2_hitchcock
EGLON,3,name,rule2_hitchcock
EGOTISM,0,too_narrow,rule3_too_narrow
EGYPT,44,name,rule2_hitchcock
EGYPTIANS,26,too_narrow,manual_review
EHI,0,too_narrow,rule3_too_narrow
EHUD,9,name,rule2_hitchcock
EKER,1,name,rule2_hitchcock
EKRON,10,name,rule2_hitchcock
ELADAH,1,name,rule2_hitchcock
ELAH,8,name,rule2_hitchcock
ELAM,12,name,rule2_hitchcock
ELAMITES,2,too_narrow,rule3_too_narrow
ELASAH,3,name,rule2_hitchcock
ELATH,5,name,rule2_hitchcock
EL-BETH-EL,1,name,rule2_hitchcock
ELDAAH,2,name,rule2_hitchcock
ELDAD,1,name,rule2_hitchcock
ELDER,10,visible,rule1_keyword
ELEAD,1,name,rule2_hitchcock
ELEALEH,2,name,rule2_hitchcock
ELEASAH,3,too_narrow,rule3_too_narrow
ELEAZAR (ELEAZER),17,too_narrow,rule3_too_narrow
ELECTION,12,visible,rule1_keyword
ELECTIONEERING,2,too_narrow,rule3_too_narrow
ELEGY,2,too_narrow,rule3_too_narrow
EL-ELOHE-ISRAEL,1,name,rule2_hitchcock
ELEPH,1,name,rule2_hitchcock
ELEPHANT,1,too_narrow,rule3_too_narrow
ELHANAN,4,name,rule2_hitchcock
ELI,11,name,rule2_hitchcock
ELIAB,11,name,rule2_hitchcock
ELIADA,4,name,rule2_hitchcock
ELIADAH,1,too_narrow,rule3_too_narrow
ELIAH,0,name,rule2_hitchcock
ELIAHBA,2,name,rule2_hitchcock
ELIAKIM,8,name,rule2_hitchcock
ELIAM,4,name,rule2_hitchcock
ELIAS,0,name,rule2_hitchcock
ELIASAPH,2,name,rule2_hitchcock
ELIASHIB,4,name,rule2_hitchcock
ELIATHAH,1,name,rule2_hitchcock
ELIDAD,1,name,rule2_hitchcock
ELIEL,6,name,rule2_hitchcock
ELIENAI,1,name,rule2_hitchcock
ELIEZER,12,name,rule2_hitchcock
ELIHOENAI,2,too_narrow,rule3_too_narrow
ELIHOREPH,1,name,rule2_hitchcock
ELIHU,7,name,rule2_hitchcock
ELIJAH,39,name,rule2_hitchcock
ELIKA,1,name,rule2_hitchcock
ELIM,2,name,rule2_hitchcock
ELIMELECH,1,name,rule2_hitchcock
ELIOENAI,6,name,rule2_hitchcock
ELIPHAL,1,name,rule2_hitchcock
ELIPHALET,0,name,rule2_hitchcock
ELIPHAZ,3,name,rule2_hitchcock
ELIPHELEH,1,too_narrow,rule3_too_narrow
ELIPHELET,10,too_narrow,rule3_too_narrow
ELISABETH (ELIZABETH),1,too_narrow,rule3_too_narrow
ELISEUS,1,too_narrow,rule3_too_narrow
ELISHA,30,name,rule2_hitchcock
ELISHAH,3,name,rule2_hitchcock
ELISHAMA,10,name,rule2_hitchcock
ELISHAPHAT,1,name,rule2_hitchcock
ELISHEBA,1,name,rule2_hitchcock
ELISHUA,3,name,rule2_hitchcock
ELIUD,1,name,rule2_hitchcock
ELIZAPHAN,6,too_narrow,rule3_too_narrow
ELIZUR,1,name,rule2_hitchcock
ELKANAH,10,name,rule2_hitchcock
ELLASAR,1,name,rule2_hitchcock
ELM,1,too_narrow,rule3_too_narrow
ELMODAM,1,name,rule2_hitchcock
ELNAAM,1,name,rule2_hitchcock
ELNATHAN,3,name,rule2_hitchcock
ELOI,1,too_narrow,rule3_too_narrow
ELON,5,name,rule2_hitchcock
ELON-BETH-HANAN,2,name,rule2_hitchcock
ELONITES,1,too_narrow,rule3_too_narrow
ELOTH,0,too_narrow,rule3_too_narrow
ELPAAL,1,name,rule2_hitchcock
ELPALET,2,name,rule2_hitchcock
ELPARAN,1,too_narrow,rule3_too_narrow
ELTEKEH,1,name,rule2_hitchcock
ELTEKON,1,too_narrow,rule3_too_narrow
ELTOLAD,2,name,rule2_hitchcock
ELUL,2,name,rule2_hitchcock
ELUZAI,1,name,rule2_hitchcock
ELYMAS,1,name,rule2_hitchcock
ELZABAD,2,name,rule2_hitchcock
ELZAPHAN,0,name,rule2_hitchcock
EMANCIPATION,4,too_narrow,rule3_too_narrow
EMBALMING,4,too_narrow,rule3_too_narrow
EMBEZZLEMENT,1,too_narrow,rule3_too_narrow
EMBROIDERY,7,too_narrow,rule3_too_narrow
EMERALD,4,too_narrow,rule3_too_narrow
EMERGENCY,2,too_narrow,rule3_too_narrow
EMERODS,0,too_narrow,rule3_too_narrow
EMIMS,2,name,rule2_hitchcock
EMMANUEL,1,name,rule2_hitchcock
EMMAUS,1,name,rule2_hitchcock
EMMOR,1,name,rule2_hitchcock
EMPLOYEE,15,too_narrow,rule3_too_narrow
EMPLOYER,15,too_narrow,rule3_too_narrow
EMULATION,5,too_narrow,rule3_too_narrow
ENAM,1,name,rule2_hitchcock
ENAN,1,name,rule2_hitchcock
ENCHANTMENT,0,too_narrow,rule3_too_narrow
EN-DOR,3,name,rule2_hitchcock
ENDURANCE,0,visible,rule1_keyword
ENEAS,0,name,rule2_hitchcock
ENEGLAIM,1,too_narrow,rule3_too_narrow
ENEMY,11,too_narrow,rule3_too_narrow
EN-GANNIM,2,name,rule2_hitchcock
EN-GEDI,5,name,rule2_hitchcock
ENGINE,2,too_narrow,rule3_too_narrow
ENGRAFTING,0,too_narrow,rule3_too_narrow
ENGRAVING,4,too_narrow,rule3_too_narrow
EN-HADDAH,1,name,rule2_hitchcock
EN-HAKKORE,1,name,rule2_hitchcock
EN-HAZOR,1,name,rule2_hitchcock
EN-MISHPAT,1,name,rule2_hitchcock
ENOCH,6,name,rule2_hitchcock
ENON (AENON),1,too_narrow,rule3_too_narrow
ENOS,3,name,rule2_hitchcock
ENQUIRING OF GOD,0,too_narrow,rule3_too_narrow
EN-RIMMON,1,name,rule2_hitchcock
EN-ROGEL,3,name,rule2_hitchcock
EN-SHEMESH,1,name,rule2_hitchcock
ENSIGN,3,too_narrow,rule3_too_narrow
EN-TAPPUAH,1,name,rule2_hitchcock
ENTHUSIASM,1,too_narrow,rule3_too_narrow
ENUMERATION,0,too_narrow,rule3_too_narrow
ENVY,33,visible,manual_review
EPAPHRAS,2,name,rule2_hitchcock
EPAPHRODITUS,2,name,rule2_hitchcock
EPENETUS (EPAENETUS),1,too_narrow,rule3_too_narrow
EPHAH,5,name,rule2_hitchcock
EPHAI,1,too_narrow,rule3_too_narrow
EPHER,4,name,rule2_hitchcock
EPHES-DAMMIN,1,too_narrow,rule3_too_narrow
EPHESIANS,0,too_narrow,rule3_too_narrow
EPHESUS,8,name,rule2_hitchcock
EPHLAL,1,too_narrow,rule3_too_narrow
EPHOD,13,too_narrow,rule3_too_narrow
EPHRAIM,54,name,rule2_hitchcock
EPHRAIMITES,0,too_narrow,rule3_too_narrow
EPHRAIN,1,too_narrow,rule3_too_narrow
EPHRATAH,5,name,rule2_hitchcock
EPHRATH,0,too_narrow,rule3_too_narrow
EPHRON,2,name,rule2_hitchcock
EPIC,1,too_narrow,rule3_too_narrow
EPICUREANS,5,too_narrow,rule3_too_narrow
EPILEPSY,1,too_narrow,rule3_too_narrow
EPISTLES,3,too_narrow,rule3_too_narrow
"EQUALITY, OF MEN",0,too_narrow,rule3_too_narrow
EQUITY (FAIRNESS),0,too_narrow,rule3_too_narrow
ER,5,name,rule2_hitchcock
ERAN,1,name,rule2_hitchcock
ERASTUS,3,name,rule2_hitchcock
ERECH,1,name,rule2_hitchcock
ERI,2,name,rule2_hitchcock
ERRORS,0,too_narrow,rule3_too_narrow
ESAIAS,0,name,rule2_hitchcock
ESAR-HADDON (ESARHADDON),3,too_narrow,rule3_too_narrow
ESAU,22,name,rule2_hitchcock
ESCAPE,8,too_narrow,rule3_too_narrow
ESCHEAT,0,too_narrow,rule3_too_narrow
ESEK,1,name,rule2_hitchcock
ESH-BAAL,0,name,rule2_hitchcock
ESHBAN,2,too_narrow,rule3_too_narrow
ESHCOL,3,name,rule2_hitchcock
ESHEAN,1,name,rule2_hitchcock
ESHEK,1,name,rule2_hitchcock
ESHTAOL,5,name,rule2_hitchcock
ESHTEMOA,5,name,rule2_hitchcock
ESHTON,1,too_narrow,rule3_too_narrow
ESLI,1,name,rule2_hitchcock
ESROM,2,name,rule2_hitchcock
ESTATE,1,too_narrow,rule3_too_narrow
ESTHER,3,name,rule2_hitchcock
ETAM,4,name,rule2_hitchcock
ETERNAL LIFE,0,visible,rule1_keyword
ETERNAL PUNISHMENT,0,visible,rule1_keyword
ETERNITY,6,visible,rule1_keyword
ETHAM,2,name,rule2_hitchcock
ETHAN,3,name,rule2_hitchcock
ETHANIM,6,name,rule2_hitchcock
ETHBAAL,1,name,rule2_hitchcock
ETHER,3,name,rule2_hitchcock
ETHIOPIA,25,name,rule2_hitchcock
ETHNAN,1,name,rule2_hitchcock
ETHNI,1,name,rule2_hitchcock
ETIQUETTE,0,too_narrow,rule3_too_narrow
EUBULUS,1,name,rule2_hitchcock
EUCHARIST (THE LORD'S SUPPER),6,too_narrow,rule3_too_narrow
EUNICE,2,name,rule2_hitchcock
EUODIAS,1,name,rule2_hitchcock
EUNUCH,7,too_narrow,rule3_too_narrow
EUPHRATES,14,name,rule2_hitchcock
EUROCLYDON,1,too_narrow,rule3_too_narrow
EUTYCHUS,1,name,rule2_hitchcock
EVANGELISM,0,visible,rule1_keyword
EVAPORATION,3,too_narrow,rule3_too_narrow
EVE,10,name,rule2_hitchcock
EVERLASTING FIRE,0,too_narrow,rule3_too_narrow
EVERLASTING LIFE,0,too_narrow,rule3_too_narrow
EVERLASTING PUNISHMENT,0,too_narrow,rule3_too_narrow
EVI,2,name,rule2_hitchcock
EVICTION,2,too_narrow,rule3_too_narrow
EVIDENCE,8,too_narrow,rule3_too_narrow
EVIL,5,too_narrow,rule3_too_narrow
EVIL FOR EVIL,0,too_narrow,rule3_too_narrow
EVIL FOR GOOD,7,too_narrow,rule3_too_narrow
EVIL-MERODACH,2,name,rule2_hitchcock
EVIL SPEAKING,0,too_narrow,rule3_too_narrow
EXALTATION,0,visible,rule1_keyword
EXAMPLE,44,too_narrow,manual_review
EXCHANGERS,0,too_narrow,rule3_too_narrow
EXCOMMUNICATION,0,too_narrow,rule3_too_narrow
EXCUSES,11,too_narrow,rule3_too_narrow
EXECUTIONER,5,too_narrow,rule3_too_narrow
EXILE,2,visible,rule1_keyword
EXODUS,1,visible,rule1_keyword
EXORCISM,0,too_narrow,rule3_too_narrow
EXPEDIENCY,2,too_narrow,rule3_too_narrow
EXPERIENCE,1,too_narrow,rule3_too_narrow
EXPERIMENT,0,too_narrow,rule3_too_narrow
EXPIATION,0,visible,rule1_keyword
EXPORTS,10,too_narrow,rule3_too_narrow
EXPOSTULATION,0,too_narrow,rule3_too_narrow
EXTERMINATION,0,too_narrow,rule3_too_narrow
EXTORTION,9,too_narrow,rule3_too_narrow
EXTRADITION,3,too_narrow,rule3_too_narrow
EXTRAVAGANCE,2,too_narrow,rule3_too_narrow
EYE,9,too_narrow,rule3_too_narrow
EYE FOR EYE,0,too_narrow,rule3_too_narrow
EYELIDS,1,too_narrow,rule3_too_narrow
EZBAI,2,too_narrow,rule3_too_narrow
EZBON,3,name,rule2_hitchcock
EZEKIAS,0,too_narrow,rule3_too_narrow
EZEKIEL,14,name,rule2_hitchcock
EZEL,1,name,rule2_hitchcock
EZEM,2,name,rule2_hitchcock
EZER,8,name,rule2_hitchcock
EZION-GABER (EZION-GEBER),6,too_narrow,rule3_too_narrow
EZRA,10,name,rule2_hitchcock
EZRI,1,name,rule2_hitchcock
FABLE,4,too_narrow,rule3_too_narrow
FACE,6,too_narrow,rule3_too_narrow
FAINTING,2,too_narrow,rule3_too_narrow
FAIR HAVENS,1,too_narrow,rule3_too_narrow
FAITH,249,visible,rule1_keyword
FAITHFULNESS,13,visible,rule1_keyword
FALCON,2,too_narrow,rule3_too_narrow
FALL OF MAN,9,visible,rule1_keyword
FALSE ACCUSATION,0,too_narrow,rule3_too_narrow
FALSE CONFIDENCE,23,too_narrow,manual_review
FALSEHOOD,81,visible,rule1_keyword
FALSE TEACHERS,15,too_narrow,rule3_too_narrow
FAMILIAR SPIRITS,6,too_narrow,rule3_too_narrow
FAMILY,48,visible,manual_review
FAMINE,33,too_narrow,manual_review
FAN,3,too_narrow,rule3_too_narrow
FARMING,0,too_narrow,rule3_too_narrow
FARTHING,4,too_narrow,rule3_too_narrow
FASTING,61,visible,rule1_keyword
FAT,10,too_narrow,rule3_too_narrow
FATHER,2,too_narrow,rule3_too_narrow
FATHERHOOD,0,too_narrow,rule3_too_narrow
FATHER-IN-LAW,2,too_narrow,rule3_too_narrow
FATHERLESS,0,too_narrow,rule3_too_narrow
FATHOM,1,too_narrow,rule3_too_narrow
FATTED CALF,1,too_narrow,rule3_too_narrow
FAULT FINDING,0,too_narrow,rule3_too_narrow
FAVOR,0,too_narrow,rule3_too_narrow
FAVORITISM,6,too_narrow,rule3_too_narrow
FEAR,81,visible,manual_review
FEASTS,75,visible,rule1_keyword
FEET,5,too_narrow,rule3_too_narrow
FELIX,3,name,rule2_hitchcock
FELLOWSHIP,98,visible,rule1_keyword
FENCE,12,too_narrow,rule3_too_narrow
FERRET,1,too_narrow,rule3_too_narrow
FERRYBOAT,1,too_narrow,rule3_too_narrow
FESTIVALS,0,too_narrow,rule3_too_narrow
FESTUS,2,name,rule2_hitchcock
FETTERS,4,too_narrow,rule3_too_narrow
FEVER,6,too_narrow,rule3_too_narrow
FICKLENESS,0,too_narrow,rule3_too_narrow
FIG,9,too_narrow,rule3_too_narrow
FIGHT OF FAITH,4,too_narrow,rule3_too_narrow
FIG TREE,5,too_narrow,rule3_too_narrow
FIGURE,0,too_narrow,rule3_too_narrow
FILE,1,too_narrow,rule3_too_narrow
FINANCES,0,too_narrow,rule3_too_narrow
FINE,3,too_narrow,rule3_too_narrow
FINGER,1,too_narrow,rule3_too_narrow
FINGERBREADTH,1,too_narrow,rule3_too_narrow
FIR TREE,3,too_narrow,rule3_too_narrow
FIRE,38,visible,rule1_keyword
FIREBRAND,4,too_narrow,rule3_too_narrow
FIREPAN,2,too_narrow,rule3_too_narrow
FIRKIN,1,too_narrow,rule3_too_narrow
FIRMAMENT,3,too_narrow,rule3_too_narrow
FIRSTBORN,31,visible,manual_review
FIRST FRUITS,24,visible,rule1_keyword
FIRSTLING,0,too_narrow,rule3_too_narrow
FISH,24,too_narrow,manual_review
FISHERMEN,5,too_narrow,rule3_too_narrow
FISH GATE,3,too_narrow,rule3_too_narrow
FISHHOOK,1,too_narrow,rule3_too_narrow
FISHPOOL,0,too_narrow,rule3_too_narrow
FISH SPEAR,1,too_narrow,rule3_too_narrow
FITCH,2,too_narrow,rule3_too_narrow
FLAG,4,too_narrow,rule3_too_narrow
FLAGON,2,too_narrow,rule3_too_narrow
FLATTERY,22,too_narrow,manual_review
FLAX,9,too_narrow,rule3_too_narrow
FLEA,1,too_narrow,rule3_too_narrow
FLESH,2,visible,rule1_keyword
FLESHHOOK,5,too_narrow,rule3_too_narrow
FLIES,4,too_narrow,rule3_too_narrow
FLINT,4,too_narrow,rule3_too_narrow
FLOOD,10,too_narrow,rule3_too_narrow
FLOUR,0,too_narrow,rule3_too_narrow
FLOWERS,0,too_narrow,rule3_too_narrow
FLUTE,1,too_narrow,rule3_too_narrow
FLY,0,too_narrow,rule3_too_narrow
FOOD,44,too_narrow,manual_review
FOOL,7,too_narrow,rule3_too_narrow
FOOT,3,too_narrow,rule3_too_narrow
FOOTMAN,3,too_narrow,rule3_too_narrow
FOOTSTOOL,3,too_narrow,rule3_too_narrow
FOREIGNER,1,too_narrow,rule3_too_narrow
FOREKNOWLEDGE OF GOD,0,too_narrow,rule3_too_narrow
FOREMAN,0,too_narrow,rule3_too_narrow
FOREORDINATION,0,too_narrow,rule3_too_narrow
FORERUNNER,1,too_narrow,rule3_too_narrow
FORGERY,1,too_narrow,rule3_too_narrow
FORGETTING GOD,32,visible,manual_review
FORGIVENESS,22,visible,rule1_keyword
FORK,1,too_narrow,rule3_too_narrow
FORM,4,too_narrow,rule3_too_narrow
FORMALISM,15,too_narrow,rule3_too_narrow
FORNICATION,0,too_narrow,rule3_too_narrow
FORT,17,too_narrow,rule3_too_narrow
FORTITUDE,0,too_narrow,rule3_too_narrow
FORTUNATUS,1,name,rule2_hitchcock
"FORTUNE, CHANGES OF",0,too_narrow,rule3_too_narrow
FORTUNE TELLING,0,too_narrow,rule3_too_narrow
FORTY,18,too_narrow,rule3_too_narrow
FOUNDING,0,too_narrow,rule3_too_narrow
FOUNTAIN,6,too_narrow,rule3_too_narrow
FOX,7,too_narrow,rule3_too_narrow
FRACTURES,1,too_narrow,rule3_too_narrow
FRANKINCENSE,8,too_narrow,rule3_too_narrow
FRATERNITY,20,too_narrow,manual_review
FRATRICIDE,5,too_narrow,rule3_too_narrow
FRAUD,0,too_narrow,rule3_too_narrow
FREEDMEN,1,too_narrow,rule3_too_narrow
FREEDOM,0,visible,rule1_keyword
FREE-WILL,0,visible,rule1_keyword
FREE-WILL OFFERINGS,6,too_narrow,rule3_too_narrow
FRIENDS,9,too_narrow,rule3_too_narrow
FRIENDSHIP,29,visible,manual_review
FRINGES,3,too_narrow,rule3_too_narrow
FROGS,2,too_narrow,rule3_too_narrow
FRONTLETS,2,too_narrow,rule3_too_narrow
FRUGALITY,7,too_narrow,rule3_too_narrow
FRUITS,1,too_narrow,rule3_too_narrow
FRUIT TREES,1,too_narrow,rule3_too_narrow
FRYING PAN,1,too_narrow,rule3_too_narrow
FUEL,1,too_narrow,rule3_too_narrow
FUGITIVES,8,too_narrow,rule3_too_narrow
FULLER,2,too_narrow,rule3_too_narrow
FULLER'S FIELD,2,too_narrow,rule3_too_narrow
FUNERALS,0,too_narrow,rule3_too_narrow
FURLONG,3,too_narrow,rule3_too_narrow
FURNACE,14,too_narrow,rule3_too_narrow
FUTURE PUNISHMENT,0,too_narrow,rule3_too_narrow
GAAL,1,name,rule2_hitchcock
GAASH,4,name,rule2_hitchcock
